node,A,0,0,
node,B,6,0,
node,C,9,0,
node,D,15,0,
node,E,0,4.2,
node,F,6,4.2,
node,G,9,4.2,
node,H,15,4.2,
node,I,0,7.8,
node,J,6,7.8,
node,K,9,7.8,
node,L,15,7.8,
node,M,0,11.4,
node,N,6,11.4,
node,O,9,11.4,
node,P,15,11.4,
,,,,
element,EF,30000000000,0.125,0.0026042
element,FG,30000000000,0.1,0.0013333
element,GH,30000000000,0.125,0.0026042
element,IJ,30000000000,0.125,0.0026042
element,JK,30000000000,0.1,0.0013333
element,KL,30000000000,0.125,0.0026042
element,MN,30000000000,0.125,0.0026042
element,NO,30000000000,0.1,0.0013333
element,OP,30000000000,0.125,0.0026042
element,AE,31500000000,0.16,0.0021333
element,BF,31500000000,0.16,0.0021333
element,CG,31500000000,0.16,0.0021333
element,DH,31500000000,0.16,0.0021333
element,EI,31500000000,0.16,0.0021333
element,FJ,31500000000,0.16,0.0021333
element,GK,31500000000,0.16,0.0021333
element,HL,31500000000,0.16,0.0021333
element,IM,31500000000,0.16,0.0021333
element,JN,31500000000,0.16,0.0021333
element,KO,31500000000,0.16,0.0021333
element,LP,31500000000,0.16,0.0021333
,,,,
BC,A,,,
BC,B,,,
BC,C,,,
BC,D,,,
,,,,
force,1,27280,,
force,2,15840,,
force,3,13200,,
